group	Lachnospiraceae	Ruminococcaceae	Streptococcaceae	Veillonellaceae	Lactobacillaceae	Pasteurellaceae	Oscillospiraceae	Eggerthellaceae	Erysipelatoclostridiaceae	Peptostreptococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	8.41824	17.36852	0.3533	0	0	0	0.05857	0.0311	0	0	8.41824	10.65911	0.06543	0.10641	1.76449	2.37113	0.3533	0.39056	0	0.01888
Healthy	0.64709	5.22003	0.02444	0	0	0	2.86663	0	0	0	0.64709	17.60188	0.09621	0.13569	2.14152	0.06799	0.02444	0.02021	0	0.36831
D015212	42.17549	0	0.85476	0.75337	0.1777	0.1288	0.35128	0.06675	0.28766	0.39971	42.17549	0	0	2.3935	0	0	0.85476	0.00494	0.1777	0
Healthy	24.21165	14.05592	0.39884	0.04318	0.59291	0.12262	0.00106	0	1.18375	0.43149	24.21165	1.42138	2.94463	0.08551	0.23245	0.00581	0.39884	0.87374	0.59291	0
Healthy	14.29982	1.32544	0	0	0	0	2.5057	0.01044	0	0	14.29982	7.26414	0	0	2.76699	0.17472	0	0.10464	0	0
Healthy	26.57163	13.3308	0.19758	0.04684	0	0.26003	0.0739	0.00618	0	0	26.57163	3.14732	0.10506	0	0.77903	0.04241	0.19758	0.17156	0	0.02868
Healthy	42.87043	0	0	0	0	0	0	0	0	0	42.87043	1.01403	30.7573	0	0	0	0	0	0	0
Healthy	14.66943	4.34445	0.08908	0.09097	0	0.113	0.14401	0	0	0.33016	14.66943	1.55325	1.19413	0.27551	0.35328	0.12751	0.08908	0	0	0
Healthy	19.2705	2.8847	0.28468	0	0.01661	0	0.04036	0.00245	0.85429	0.05015	19.2705	2.81385	3.24875	0.01293	5.16143	0.49617	0.28468	0.01662	0.01661	0.21735
Healthy	34.0061	9.08445	0.2094	0	0	0.29076	0	1.06193	0	0	34.0061	5.21076	11.2245	0.47393	1.09927	0	0.2094	0	0	0
Healthy	4.57633	1.21103	0.006	0.02922	0	0	1.10921	0.03586	0	0	4.57633	4.96707	4.51277	0	5.19583	0.26997	0.006	0.21419	0	0
Healthy	8.07166	6.95138	0.04272	0.04073	0.00835	0.06282	0.31055	0.01108	0	0.0044	8.07166	5.03827	11.50143	0.03663	0.36637	0.50105	0.04272	0.06369	0.00835	0.05249
Healthy	2.23104	0.00346	0.22019	0.87193	0	0	0	0	0	0	2.23104	6.23936	0	11.55	18.1909	0.15942	0.22019	0	0	0
Healthy	22.2555	4.12328	1.24268	0.10587	0	0.34198	0.0177	0	0	0.16009	22.2555	3.25921	8.98381	0.02568	1.56932	0	1.24268	0.00651	0	0.02385
Healthy	15.99042	3.15906	0	0	0	0.14301	0.00221	0	0	0	15.99042	2.42519	6.04433	0.19079	0	0.03248	0	0	0	0
Healthy	45.96803	0.87324	0	0	0	0	0	0	0	0	45.96803	0.03344	0.80257	0	0.20033	0	0	1.6531	0	0.021
Healthy	33.99684	2.11969	0.29388	0.03075	0.00978	0.11903	0.09522	0.01433	0.0357	0	33.99684	4.40415	0.11561	0.05235	0	0.00478	0.29388	0.08628	0.00978	0.05057
Healthy	27.00529	10.27387	0.20004	0.00712	0	0.10344	0	0.05657	0	0	27.00529	9.707	0.07585	0	1.90185	0.00191	0.20004	1.32903	0	0.20713
Healthy	63.68653	0.5543	0.03339	0	0	0	0	0	0	0	63.68653	1.34793	0	0	0.70227	0.03272	0.03339	0	0	0
Healthy	20.265817592	11.528648411	0.115186431	0.069169024	0.364852337	0.138052267	4.12170423	0.163490541	0.07631457	0.227800187	20.265817592	1.633476022	0.110613334	0.240091	0.0715985	0.59736927	0.115186431	0.221655833	0.364852337	0
Healthy	5.83818	26.03429	0.21074	0.34337	0	1.46655	0	0	0.93873	0.16768	5.83818	0	0.22081	0.50045	0	0.05368	0.21074	0.56727	0	0
Healthy	9.81366	7.07191	0.61639	0.00043	0.01011	0.00356	0.17901	0.4855	0	0.05614	9.81366	9.34215	7.74456	0.31242	0.27797	0.00373	0.61639	0.01707	0.01011	0.08908
Healthy	3.94371	6.1812	0	0.08514	0	0.01587	0.07007	0	0	0	3.94371	2.18951	0.40813	0	0	0.15661	0	0.00322	0	0
Healthy	17.65775	2.28851	4.17484	0	0	0	0.00359	0.00211	0	0.04901	17.65775	0.69771	22.3016	0.88478	0	0.05586	4.17484	0.95617	0	0
Healthy	0.00419	0.00055	0.32085	6.58622	0.63589	0.05268	0.13865	0	1.53145	0	0.00419	0	0	0.82215	0	0	0.32085	0	0.63589	0
Healthy	27.13415	2.38524	0	0	0.03136	0	0	0	0.34694	0	27.13415	0.14885	0.57507	0	0.06255	0	0	0.15095	0.03136	0.03249
Healthy	1.48995	2.13569	0	0	0	0	0.41987	0.01181	0	0	1.48995	30.30863	2.25546	0	0.78442	0.37186	0	0.00261	0	0.22081
Healthy	1.6331	2.40709	0	0	0	0	0.01252	0.02474	0	0	1.6331	20.50592	2.15552	0.07495	3.92357	0.14004	0	0	0	0
Healthy	28.99004	0	0	0	0	0	0	0	0	0	28.99004	0	0	0	2.64856	0	0	0	0	0
Healthy	17.62307	7.08386	7.1456	0.03873	3.62339	0.06122	0.01488	0.08261	0	0	17.62307	5.44505	0.00377	0.05708	1.00049	0	7.1456	0.1044	3.62339	1.08149
Healthy	16.05668	3.70301	0.24563	0.01323	4.33847	0	0.03377	0.02329	0	0	16.05668	3.48919	0.08544	0	0	0.57555	0.24563	0	4.33847	0.10227
Healthy	24.50292	0.00478	0.67454	1.60124	0	0.62471	0.17447	0	0.10638	1.38365	24.50292	0	0.00119	1.54445	0	0.41868	0.67454	0.00276	0	0
Healthy	4.65345	3.28007	0	0	0	0	0.11844	0	0	0	4.65345	8.72877	0	0.05107	2.85437	0.22373	0	0.01222	0	0
Healthy	15.62594	0.03525	0.02612	0	0	0.00356	0.01121	0.14147	0	0.04287	15.62594	0.01857	3.41098	0.06978	0	0.00461	0.02612	0.71279	0	0
Healthy	10.04607	0	0	0	0	0	0.06364	0	0.36643	0	10.04607	6.10697	0.0494	0.69087	0	0	0	0	0	0
Healthy	0.29708	1.2329	0.04687	0	0	0	0.69878	0.01732	0	0	0.29708	19.97132	0.75686	0.70877	2.80647	0.02718	0.04687	0.32664	0	0.11229
Healthy	4.62601	0.02408	0.03043	0.3305	0.08201	0.42556	0	0	0	0.00258	4.62601	0.00458	0.00153	8.81381	0	0	0.03043	0	0.08201	0
Healthy	42.03176	15.41242	0.07607	0	0	0.01485	0	0	1.95557	0.01797	42.03176	0	3.63344	0	0	0	0.07607	0.35369	0	0
Healthy	0.0367	13.564	0	0	0	0	0	0	0	0	0.0367	14.26517	0	0	0.28849	0	0	0	0	0
Healthy	22.55875	28.86809	0.02256	0	0	0	0.33343	0.00704	0	0	22.55875	2.92576	0.05463	0	0.43508	1.60436	0.02256	0.16301	0	0
Healthy	39.61227	5.12777	1.06624	0.01377	0.01676	0.11211	0	0.05437	0	0.14137	39.61227	1.06039	6.5143	0.03815	1.24423	0.00198	1.06624	1.92383	0.01676	0
Healthy	22.98119	5.45836	0.07772	0.02977	0	0.12638	0	0	0	0.39296	22.98119	3.78579	4.73218	0	6.90105	0.06318	0.07772	0	0	0
Healthy	10.57422	0	0.20425	0.48284	1.16301	0.04479	0	0	0	0	10.57422	0	0.00365	2.63952	0.00037	4.43181	0.20425	0	1.16301	0
Healthy	5.61953	3.48802	0	0	0	0	0.03254	0	0	0	5.61953	16.18245	0.96064	0.07583	3.34583	0.25373	0	0	0	0.01218
Healthy	32.93383	11.77702	0.97862	0.02019	0.00279	0.08063	0.00855	0.04231	0	0	32.93383	0.67456	7.41705	0.018	0.28169	1.35596	0.97862	0.01019	0.00279	0
Healthy	12.69187	1.51085	0	0	0	0	0.27858	0	0	0	12.69187	1.01409	0	0	0	0	0	0.54825	0	0
Healthy	1.83948	7.39816	0.00169	0	0	0.02844	0.00955	0.15859	0	0	1.83948	15.3521	0.60843	0	0.69353	0.0068	0.00169	0	0	0
Healthy	1.90257	3.99151	0.03244	0.1195	0	0.21459	0	0	0	0	1.90257	29.53964	1.94268	0.33685	2.43301	0.05892	0.03244	0	0	0
Healthy	24.97201	2.83702	0.44365	0	0	0	0	0.71499	0	0	24.97201	0	0.66655	16.70287	0.2466	0	0.44365	0	0	0
Healthy	0.86015	3.80958	0	0	0	0	0.37975	0.01173	0	0	0.86015	2.49547	0.60273	1.24196	0	0.31508	0	0.36059	0	0
Healthy	1.79353	1.00111	0	0	0	0	0.05652	0	0	0	1.79353	1.52051	0	0.14246	2.06313	0.49916	0	0	0	0
Healthy	15.9686	18.5883	0	0	0.32702	0	0.68932	0.80443	0	0	15.9686	6.5367	0	0	0.48292	1.27602	0	0	0.32702	0
Healthy	11.15949	11.81921	7.19633	0.30796	6.9033	0.06685	0.03865	0.03821	0	0.00991	11.15949	2.13441	5.10144	0.15843	0	0.02275	7.19633	0	6.9033	0.20783
Healthy	3.19773	10.8337	0.17953	0	0	0	1.25533	0.07689	0	0	3.19773	0.11116	1.22511	0	0	0	0.17953	0	0	0
Healthy	14.5967	14.2527	0.309	0	0.25795	0	0.44109	0.02401	0	0	14.5967	6.23155	0.26559	0	0	0.54023	0.309	0.00224	0.25795	0.07272
Healthy	25.77056	3.27257	0	0	0	0	0	0.10603	0	0	25.77056	7.93715	0	0	2.68541	0	0	0	0	0
Healthy	18.67898	2.37781	16.6398	0	0.00327	0	0.02935	0	1.3293	0	18.67898	0.18399	18.26265	0	0	0.13286	16.6398	0.02654	0.00327	0
Healthy	3.77856	2.69531	0.04858	0	0	0	0.07674	0	0.11244	0	3.77856	13.95274	1.64346	0	1.87395	3.1611	0.04858	0.0678	0	0
Healthy	0.21839	1.30852	0.01663	0	0	0	3.54662	0	0	0	0.21839	19.62631	0.75957	0.50793	2.86128	0.01379	0.01663	0.32641	0	0.10048
Healthy	7.71081	19.06259	0.0131	0.01519	0	0.03581	0.02109	0.07487	0	0.22027	7.71081	10.75978	0.12782	0.03542	3.58727	0.20852	0.0131	0	0	0.13538
Healthy	12.67667	1.59856	0	0	0	0	0.27563	0	0	0	12.67667	1.04682	0	0	0	0	0	0.51555	0	0
Healthy	1.57286	5.05959	0.10194	0.13915	0	0.09106	1.80943	0	0	0	1.57286	17.69719	0	0.64668	2.04486	0.22274	0.10194	0	0	0.34502
Healthy	1.21425	3.56202	0.28956	0	0	0	0.60064	0.08768	0	0	1.21425	10.10216	5.18873	0.09865	1.96162	0	0.28956	0.84405	0	0.0637
Healthy	20.51668	3.87401	0.04105	0	0	0.08463	0.15849	0.10193	0	0	20.51668	20.5442	0	0	2.36375	5.13521	0.04105	0.02887	0	0.05576
Healthy	1.60648	4.29103	0.00907	1.09941	0	0	0.57762	0	0	0	1.60648	0	0.28037	0.29749	0	0.04395	0.00907	0.06479	0	0
Healthy	1.50992	1.6249	0	0	0	0	0.02727	0	0	0	1.50992	14.58727	0.1657	0	0	0.14607	0	0.01062	0	0
Healthy	13.64066	18.30479	0	0.07798	0	0.00269	0.11873	0	0	0.0176	13.64066	17.18851	0.87825	0.04837	0	1.52688	0	0.01292	0	0
D015212	21.96787	14.94732	0.23746	0	0	0	0.60015	0.52189	0.04429	0.78981	21.96787	2.35321	0	0	0	0.12436	0.23746	0.12493	0	0
Healthy	14.0388	17.41167	0.31557	0.00488	0	0.0398	0.0456	0.01267	0	0	14.0388	5.15166	0.31878	0.25993	2.20725	0	0.31557	0.03316	0	0
Healthy	2.95496	3.14028	0.12313	0	0	0	1.51509	0	0	0	2.95496	16.77782	1.40088	0.08763	0.72715	0.31818	0.12313	0	0	0.06342
Healthy	12.46777	5.4982	0.27247	0.11087	0	0.14166	0.00513	0.00383	0	0.02241	12.46777	0.60498	0.58038	2.68474	0.06041	0	0.27247	0.16671	0	0
Healthy	24.68792	7.87604	0.80679	0.04123	0.00369	0	0.29225	0.16015	0	0.24412	24.68792	2.17953	2.23626	0.17827	1.42303	0.00062	0.80679	1.5405	0.00369	0.02295
Healthy	25.40516	7.72766	0.97252	0	0.25604	0	0.04951	0.02759	0	0	25.40516	4.33436	0.12483	0	0	0.33499	0.97252	0.0016	0.25604	0.02432
Healthy	0	0	0	0	0	0	0	0	0	0.06352	0	0	0	0	0	0	0	5.92605	0	0
Healthy	22.26713	9.71507	0.22312	0.03595	0.03211	0.00157	0.02851	0.10766	0	0.00694	22.26713	6.28777	1.70656	0.1881	1.38548	1.29112	0.22312	0.00877	0.03211	0.01017
Healthy	20.7315	2.43324	0	0	0.53762	0	0.4456	0.04817	0	0	20.7315	11.27541	2.56418	0	5.47438	0.16102	0	0	0.53762	0
Healthy	12.69954	2.44201	0	0	0	0	1.14975	0	0	0	12.69954	12.99378	3.30504	3.75353	0.80824	0.27739	0	0	0	0.35869
Healthy	32.32783	0.49677	0.02444	0	0	0	0.0128	0	0	0	32.32783	1.30965	34.14756	0.34895	0	0	0.02444	0.94684	0	0.02704
Healthy	0.01506	0.00929	0.65143	0.36427	5.22945	0	0	0	0	0	0.01506	0	0	0.40585	0	0.08087	0.65143	0	5.22945	0
Healthy	23.1134	15.47649	0.01638	0	0	0	0	0	0	0	23.1134	0	5.68306	0	0	0	0.01638	2.45298	0	0
Healthy	91.2396	0	0	0	0	0	0	0	0	0	91.2396	0	0	0	0	0	0	0	0	0
Healthy	4.95009	3.99008	0	0.00243	0	0.08498	0.06424	0.01262	0.37726	0.00083	4.95009	5.90809	7.73954	0.60641	3.52869	0.80646	0	0.27223	0	0
Healthy	36.58469	1.12306	0.85832	0	0.24752	0.00228	0	0.34773	0	0.02153	36.58469	0.21102	31.39008	2.42028	0.1826	0	0.85832	0	0.24752	0
Healthy	3.70883	0	0.22468	0.15836	0	0	0.04839	0	0	0.00675	3.70883	0	0	0.24139	0	0	0.22468	0	0	0
Healthy	9.61712	4.22034	0.04979	0	0	0	0	0	0.96599	2.55485	9.61712	0	1.07475	0	0	0	0.04979	0.87965	0	0
Healthy	23.30148	3.23832	2.93431	0.20092	0.01143	0.06199	0.515	0.00326	0	0.12273	23.30148	6.99962	5.80237	0.01548	4.08288	0.03848	2.93431	0.35836	0.01143	0.02849
Healthy	19.40512	8.83277	0	0	0	0	0	0	0	0	19.40512	14.89926	5.48944	0.15902	0	0	0	0	0	0.08932
Healthy	9.6769	13.56488	0.20741	0.02286	0	0.27948	1.69144	0	2.038	0.33252	9.6769	1.48902	0.23047	0.31684	1.42804	0.85391	0.20741	1.84857	0	0.05081
Healthy	18.96958	9.42967	0.24358	0.00124	0.55554	0.0205	0.09952	0.05004	0	0	18.96958	7.12943	0.04569	0.00631	0	0.6637	0.24358	0.00085	0.55554	0.23557
Healthy	0.03176	0	0.82483	1.11315	0	0.03831	0	0.15165	0	0	0.03176	0	0	45.5882	0	0	0.82483	0.09629	0	0
Healthy	23.38142	27.23668	0.02681	0	0.1023	0	0	0	0	0	23.38142	2.65244	9.45837	0	2.65385	0	0.02681	0.59915	0.1023	0
Healthy	14.90701	0	0	0	0	0	0	0	4.47807	0	14.90701	0	0	0	1.76646	0	0	0	0	0
Healthy	0.27168	1.70977	0	0.09863	0.81454	1.14587	0	0	3.11206	0	0.27168	0	0	4.10033	0	0	0	0	0.81454	0
Healthy	6.92187	1.46668	0.03681	0	0	0	0.04376	0.01038	0	0.0178	6.92187	2.74229	0.00686	0	0	1.1619	0.03681	0.08441	0	0
Healthy	24.74701	8.18349	0.53727	0	0	0	0.00573	0	0	0	24.74701	1.857	2.21193	8.82978	2.91822	0	0.53727	3.20258	0	0.18962
Healthy	9.33119	5.25402	0.03922	0	0	0	0.03827	0	0	0	9.33119	13.49076	0.55347	0.06046	0	0.01588	0.03922	0	0	0
Healthy	4.40518	3.46208	0	0.46037	0	0	0	0.10895	0	0	4.40518	14.70369	0.1815	0	1.1582	0.37096	0	0	0	0
Healthy	3.21368	1.70752	0	0	0	0	0.00684	0	0.06327	0	3.21368	35.61938	1.11302	0.06609	0	0.34962	0	0	0	0
Healthy	4.61394	4.31678	0.07028	0.02579	0	0	0.10667	0	0	0	4.61394	15.82964	0.93386	0.17704	5.8578	0.12307	0.07028	0	0	0.00686
Healthy	1.4435	0.31051	0	0	0	0	0	0	0	0	1.4435	0	0	0	0	0	0	0	0	0
Healthy	17.41655	4.85233	0.13024	0.00268	1.57431	0.23854	0.00648	0.00252	0	0.18739	17.41655	3.90279	3.6192	0.00249	1.87095	0.80168	0.13024	0.18637	1.57431	0.00583
Healthy	19.16544	3.66045	0	0	0	0	0.34441	0.03461	0	0	19.16544	32.43282	0.29401	0	2.64872	1.11644	0	0.08811	0	0.10033
Healthy	1.41815	1.9415	0	0	0	0	0.07841	0	0	0	1.41815	9.94395	1.23667	0	3.11793	0.0668	0	0	0	0.09832
Healthy	19.97617	3.09557	0	0.31404	0	0.35685	0	0	0	0.14321	19.97617	5.35226	2.25468	0	0	0.08554	0	0.28176	0	0
Healthy	21.31701	0.29345	0.0077	0.05347	0	0	0	0	0	0.08501	21.31701	0.15995	0	0	0.64144	0	0.0077	0.24951	0	0.04556
Healthy	8.61423	7.73276	0.03139	0.11337	0	0.00821	0.01911	0.13336	0	0	8.61423	1.74901	0	0	0	11.7845	0.03139	0	0	0.29137
Healthy	8.42372	14.51824	0.39795	0.14332	0.03548	0.01821	0.03237	0.01317	0	0	8.42372	18.78242	7.6717	1.80709	0	0.1319	0.39795	0.00548	0.03548	0.12413
Healthy	28.54884	3.40605	3.78372	0	0.07843	0.11591	0.58663	0.13545	0.04076	0.26672	28.54884	1.37526	20.2049	6.89374	2.07087	0.14041	3.78372	0.16394	0.07843	0
Healthy	24.94731	12.32069	0.05696	0.04221	0	0.3359	0.06231	0.01887	0	0.11422	24.94731	1.59987	9.91859	0.15212	0	1.18437	0.05696	0.10745	0	0
Healthy	11.98451	13.3436	3.71183	0	1.24649	0	0	0	0	0	11.98451	7.29962	0	0	1.00796	0	3.71183	0	1.24649	0.44514
Healthy	5.46692	3.35348	0.00383	0	0	0	0.03164	0	0	0	5.46692	16.04783	0.94638	0.14691	3.03812	0.22899	0.00383	0	0	0.01159
Healthy	27.84277	0.19425	0	0	7.25298	0	0	0.09369	0.04827	0	27.84277	0.71787	0	0	0.82426	0	0	0.00272	7.25298	0
Healthy	1.67479	6.5424	0	0	0	0	0	0.01532	0	0	1.67479	0.64096	0.52152	0	0	4.47882	0	0	0	0.12274
Healthy	5.90049	5.227	0.02759	0.07772	0	0	0	0.11604	0	0	5.90049	1.17122	0	0	0	8.25565	0.02759	0	0	0.2628
Healthy	2.86893	0.00267	0.03018	0.14355	1.70391	0	0.0154	0.05082	0.02268	0.00088	2.86893	0	0	0.90631	0	0.22222	0.03018	0	1.70391	0
Healthy	21.7496	13.25543	4.13754	0.67738	0.0027	0.47082	0.28541	0.14967	0	0	21.7496	0.95157	6.96326	0.61485	1.07697	1.93133	4.13754	0.00646	0.0027	0
Healthy	2.63802	0.00102	0.19648	0	0	0	0	0	0	0	2.63802	0	0	19.9867	0	0.36994	0.19648	0	0	0
Healthy	25.83558	11.6457	8.28678	0.35186	0	3.74252	0.00587	0	0.08734	1.03075	25.83558	0	0	3.67768	0	0.0198	8.28678	2.20147	0	0
Healthy	2.30564	0.05227	0	0.86547	0	0	0.00296	0	0	0	2.30564	0	0	0.76985	0	0	0	0	0	0
Healthy	13.41057	1.03231	19.73703	0	6.36722	0	0	0	0	0	13.41057	0	7.38067	0	0	0	19.73703	0	6.36722	0.09567
Healthy	0.41769	3.83746	0.01016	0	0	0	0.05729	0.1399	0	0	0.41769	1.17993	1.90307	10.125	0	0.3202	0.01016	0.14992	0	0
Healthy	11.2601	2.88764	0	0	0.25173	0	0.02663	0	0	0.03973	11.2601	1.79179	3.98383	0.0121	0.07931	0.16599	0	0.17744	0.25173	0.05402
Healthy	6.40302	5.11605	0.01018	0	0	0	0.07434	0.04289	0	0	6.40302	10.47882	1.38062	0	1.23898	2.06661	0.01018	0	0	1.40559
Healthy	0.96434	1.63192	0	0	0	0	0.00613	0	0	0	0.96434	12.78113	0	0.02754	0	0.19159	0	0	0	0
Healthy	2.44223	7.91213	0.01296	0.01765	0	0.04931	0.00603	0.23256	0	0	2.44223	20.54202	0.39364	0	0.65469	0.01458	0.01296	0	0	0
Healthy	1.88028	7.04253	0	0	0	0.03761	0	0.12701	0	0	1.88028	15.8615	0.63845	0	0.71936	0.00203	0	0	0	0
Healthy	15.36724	6.87191	1.56428	0	0.13841	0	0.11189	0.99702	0	1.11945	15.36724	19.84856	8.32346	1.09099	5.18227	0.12172	1.56428	0.00478	0.13841	0.07942
Healthy	14.46613	8.58368	0.02031	0.03285	1.55332	0	0.02262	0.09043	0	0	14.46613	8.68764	4.73926	0.09538	1.9968	1.86301	0.02031	0.05989	1.55332	0.71512
Healthy	13.36262	2.65474	0	0	0	0	1.69959	0	0	0	13.36262	13.40952	3.36068	3.78983	0.84186	0.27995	0	0	0	0.39162
Healthy	0.69612	7.46	0	0	0	0	0.12704	0.14019	0	0	0.69612	17.97362	2.37128	0.04209	5.8745	0.05661	0	0	0	0
Healthy	1.75789	6.20456	0	0.00507	0	0.00667	0	0.01732	0	0	1.75789	0.60733	0.45359	0	0	4.17376	0	0	0	0.08464
Healthy	1.19321	0.86617	0.21881	0.03127	0	0	0.19107	0	0	0	1.19321	0	0.35403	0.36322	0	0.15078	0.21881	0.02812	0	0
Healthy	23.43506	4.51084	0.42134	0	0	0.02304	0.07637	0.03715	0	0	23.43506	4.75221	2.21291	0.12818	1.39238	1.0763	0.42134	1.51881	0	0
Healthy	22.17486	12.74651	0	0.02208	0.00728	0.04415	0.08171	0.04397	0	0	22.17486	1.09727	2.50413	0.04594	1.28147	0	0	0.00894	0.00728	0
D015212	26.33813	9.01371	2.21675	0.09395	0	0.29412	0.50701	0.07693	0	0.153	26.33813	3.10981	2.69236	0.01161	0	0.08336	2.21675	0.01555	0	0
Healthy	3.63734	2.54515	0.11367	0	0	0	1.00093	0	0	0	3.63734	1.30629	0.18198	1.53301	2.74606	0.10557	0.11367	0.04149	0	0
Healthy	28.59877	11.85542	0.2947	0	0	0	1.0322	0	0	0	28.59877	2.20749	14.8993	0.54592	2.9801	0	0.2947	0	0	0
Healthy	36.18644	0.21518	0.0189	0	0	0	0.09159	0.01878	0.01532	0	36.18644	0.62473	9.67468	0.12584	1.68854	0.02318	0.0189	0.90476	0	0.0243
Healthy	5.29557	2.01585	0	0	0	0	0.04657	0	0	0	5.29557	11.8109	0.58332	0	0	0.1775	0	0.268	0	0
Healthy	2.49414	7.8147	0.97201	0	0.72064	0	0.09517	0.00869	0	0.05397	2.49414	2.68085	0	0.75869	0	0.10903	0.97201	0	0.72064	0
Healthy	1.25511	13.57075	0.03075	0	0	0	0.1488	0	0	0	1.25511	12.11739	0.83252	0.01907	0	0.29865	0.03075	0.0344	0	0
Healthy	3.47848	2.83953	0	0	0	0	0.3307	0	0	0	3.47848	2.65871	0.22229	0.02321	0	0	0	0.29861	0	0
Healthy	28.96229	17.26707	0.01196	0.01564	0	0.48452	0.73575	0	0	0	28.96229	9.53379	3.87761	0	0	0.61386	0.01196	0	0	0.08351
Healthy	13.54137	3.99848	0.00805	0.05151	0	0.06028	0	0.01953	0	0.14442	13.54137	4.2958	2.51608	0	0	0.06137	0.00805	0.28763	0	0
Healthy	17.25954	4.70969	0.98418	0.13449	0.07419	0.0801	0	0.01529	0	0.1405	17.25954	2.22267	0	0	0	4.16061	0.98418	0.00944	0.07419	0
Healthy	14.11581	2.93082	0	0.00037	0	0.01108	0.92712	0.00535	0	0	14.11581	4.1472	0.24045	0	2.21403	0.68399	0	1.03404	0	0.01429
Healthy	27.05577	2.31735	0	0	0	0	0	0	0	0	27.05577	5.68245	0	0	1.69355	0	0	0	0	0
Healthy	22.80186	26.3134	1.0904	0.12907	0	0	0	0	0	0.20503	22.80186	0	14.0247	0	0.30358	0	1.0904	0	0	0
Healthy	5.90693	0.05943	0.31798	0.01142	0	0.1058	0.79321	0.21658	0.052	0.03962	5.90693	3.08566	0	0.19376	0	0.66943	0.31798	0.00028	0	0
Healthy	10.72894	0.3106	0	0	0	0	0	0	5.4121	0.63571	10.72894	0.99893	9.59557	0.18688	2.56402	0	0	1.1188	0	0
Healthy	3.19691	2.76681	0	0	0	0	0.29435	0	0	0	3.19691	2.49792	0.23688	0	0	0	0	0.27761	0	0
Healthy	7.07441	6.69056	1.13887	0.05636	0.06055	0.01361	0.60143	0.0267	0	0.03609	7.07441	6.41798	2.38942	22.1672	0.57244	0.29426	1.13887	1.97673	0.06055	0
Healthy	4.0418	0	30.09628	0	0.33265	0	0	0	0	0.33598	4.0418	0	0	3.18917	0	0	30.09628	0	0.33265	0
Healthy	3.4899	22.4034	0	0	0	0	0	0	0	0	3.4899	10.88974	0	0	0.94257	0	0	0	0	0
Healthy	20.34868	3.69267	0.06107	0	0	0.10041	0.21492	0.10541	0	0	20.34868	20.79001	0	0	2.67336	5.11519	0.06107	0.02544	0	0.03842
Healthy	13.5242	2.39643	0.24984	1.08332	0	0.7502	0.03937	0.00756	0.2439	0.31518	13.5242	0.39264	2.64676	0.8376	0	0	0.24984	0.10334	0	0
Healthy	24.25783	8.2571	0.18232	0	0.12748	0.01447	0.07041	0	0	0.02589	24.25783	8.13197	2.93421	0.1633	0.38526	2.74871	0.18232	0.03468	0.12748	0
Healthy	6.08834	2.19381	0.29319	0	0	0.12915	0.06833	0	0	0	6.08834	6.88282	0.29238	0.18712	5.27022	0.20062	0.29319	0.11697	0	0
Healthy	27.55006	7.60001	0.10176	0.01432	0.07125	0.03387	0	0	0	0	27.55006	0.01248	0.16973	0.10794	0	0.26726	0.10176	0.10696	0.07125	0
Healthy	0	0	0.18547	0	0	0	0	0.02591	0.21942	0	0	0	0	0.00296	0	0	0.18547	0.28593	0	0
Healthy	30.93704	7.39152	1.57639	0	0	0.01006	0.08831	0.17382	0.76374	0.16522	30.93704	5.10589	0.4868	0	3.62351	1.07478	1.57639	0.01306	0	0
Healthy	16.55109	0	0	0	0	0	0	0	0	0	16.55109	0	0	0	0	0	0	0	0	0
D015212	19.97712	2.40448	1.89617	0.05498	0	0	0.35928	1.16716	0.10574	0.12646	19.97712	0	0.76371	0.58449	0	0	1.89617	0.23855	0	0
Healthy	0.57635	1.3236	0.01707	0	0	0	0.0431	0	0	0	0.57635	0	0	4.36693	0	0	0.01707	0	0	0
Healthy	2.45895	0.55987	0	0	0	0	0.18163	0	0	0	2.45895	11.75493	0	2.39681	3.26846	0.34776	0	0	0	0
Healthy	2.29701	0.05957	0	0.84376	0	0	0.02339	0	0	0	2.29701	0	0	1.00535	0	0	0	0	0	0
Healthy	43.15563	2.03888	5.65194	0	0	1.03756	0	0	0	0	43.15563	0.63972	4.21798	0.26138	3.57079	0.13267	5.65194	0.71584	0	0
Healthy	2.0341	0.03196	0.19721	0.706	0	0	0	0	0	0	2.0341	6.28127	0	11.8998	18.1495	0.15783	0.19721	0	0	0
Healthy	9.19371	2.27185	0	0	0.0103	0	0.35342	0	0	0	9.19371	9.49054	2.21282	0	6.91258	0.21671	0	0	0.0103	0
Healthy	0.38403	3.77372	0.00193	0	0	0	0.08751	0.17848	0	0	0.38403	1.29088	1.798	10.014	0	0.24068	0.00193	0.17354	0	0
Healthy	20.64043	6.31337	2.1127	0	7.365	0	0.00614	0	0	0	20.64043	1.13591	2.50165	9.5299	2.00865	0	2.1127	3.2326	7.365	0
Healthy	24.04584	11.07113	0.21093	0.01659	0	0.05272	0	0.07309	0	0.18738	24.04584	3.01217	0.34564	0.15088	1.09221	0.08205	0.21093	0.02231	0	0.15508
